X1_number_of_ligand_nonh_atoms,X2_total_sum_hphob_hphob,X3_total_diff_hphob_hphob,X4_total_diff_hphob_hphil,X5_total_sum_hphil_hphil,X6_total_diff_hphil_hphil,X7_number_of_salt_bridges,X8_number_of_hbonds,X9_number_of_unsat_polar,X10_number_of_unsat_charge,X11_ratio_of_interfacial_ligand_heavy_atoms,X12_number_of_interfacial_ligand_atoms,X13_number_of_exposed_hydro_ligand_atoms,X14_number_of_ligand_flexible_bonds,X15_number_of_all_interfacial_flexible_bonds,X16_total_avg_hphob_hphob,X17_old_slide_total_sum_hphob_hphob,X18_number_of_flexible_interfacial_ligand_bonds,X19_total_hphob_comp,X20_total_hphob_hphob_comp,X21_contact_hphob_hphob,X22_contact_hphil_hphil,X23_contact_hphob_hphil,X24_total_target_hphob_hphob,X25_increase_hphob_environ,X26_total_target_hydro,X27_norm_target_hphob_hphob,X28_total_target_hphob_contact,X29_norm_target_hphob_contact,X30_total_ligand_hydro,X31_hphob_score,X32_polar_score,X33_unsat_polar_score,X34_contact_hphob_hphob,X35_number_of_hbonds,X36_number_of_salt_bridges,X37_number_of_metal_ligand_bonds,X38_number_of_interfacial_unsatisfied_polar_atoms,X39_number_of_interfacial_unsatisfied_charged_atoms,X40_buried_carbons,Y1_orientation_score,Y2_affinity_score_by_no_of_lig_heavy_atoms,Y3_affinity_score
30,-13.105,3.127,22.959,5.45,1.101,0,1,12,4,0.9,27,1,8,21,-4.245,24.006,7,19.421,18.301,67,15,57,-10.16,8.399,18.791,-11.532,0.008,-0.787,12.195,-4.374,-0.083,2.144,67,1,0,0,12,4,0.952,-6.793,-0.077,-7.531
39,-19.517,4.706,37.901,8.299,3.27,0,5,16,6,0.974,38,0,8,32,-5.5,42.42,8,27.466,25.164,105,25,103,-15.487,19.561,27.732,-17.243,-6.436,-9.338,16.77,-6.014,-0.415,2.948,105,5,0,0,16,6,1,-8.969,-0.089,-8.699
21,-7.39,1.991,29.102,7.787,2.221,0,4,9,3,1,21,0,8,20,-1.542,12.214,6,13.115,7.796,41,22,71,-6.15,10.727,17.497,-6.499,-4.191,-5.89,6.828,-1.863,-0.332,1.608,41,4,0,0,9,3,1,-6.683,-0.028,-5.805
24,-8.159,2.012,41.274,13.975,5.365,0,9,13,1,1,24,0,8,18,-1.963,15.191,6,16.57,9.641,43,44,101,-6.609,15.029,23.657,-7.869,-3.147,-5.746,7.953,-2.304,-0.747,1.876,43,9,0,0,13,1,1,-8.05,-0.049,-6.393
22,-8.395,1.996,25.504,9.777,2.856,0,2,14,4,1,22,0,8,17,-1.892,20.558,6,15.729,8.817,44,27,62,-7,9.5,17.096,-8.39,-4.891,-6.347,6.933,-2.107,-0.166,2.412,44,2,0,0,14,4,1,-6.35,0.006,-5.079
11,-4.025,1.081,33.354,9.961,3.464,0,6,4,4,1,11,0,7,18,-0.533,10.448,5,6.832,2.946,23,33,79,-3.56,10.73,21.506,-4.048,-6.498,-9.144,2.718,-0.704,-0.498,1.072,23,6,0,0,4,4,1,-6.892,-0.012,-5.348
9,-2.544,0.564,26.604,8.907,3.569,0,6,4,4,1,9,0,5,15,-0.364,7.572,3,5.626,1.986,14,31,65,-2.234,9.276,19.169,-2.691,-3.793,-5.475,2.058,-0.475,-0.498,1.072,14,6,0,0,4,4,1,-6.542,0.011,-5.119
10,-2.583,0.66,30.468,10.451,3.686,0,5,4,2,1,10,0,6,14,-0.344,4.88,4,6.298,1.989,15,33,75,-2.273,11.222,18.253,-2.527,-3.849,-5.151,2.343,-0.475,-0.415,0.804,15,5,0,0,4,2,1,-6.32,-0.009,-5.304
9,-10.244,2.671,11.456,2.354,1.28,0,3,4,0,1,9,0,0,9,-1.236,14.897,0,7.545,6.912,58,8,32,-9.159,6.322,13,-9.978,-4.625,-5.253,4.455,-1.652,-0.249,0.536,58,3,0,0,4,0,1,-6.611,-0.152,-6.583
9,-10.706,2.705,12.452,2.277,1.242,0,3,4,0,1,9,0,0,10,-1.25,13.123,0,7.469,6.896,60,7,34,-9.621,6.607,12.417,-10.888,-5.09,-6.271,4.455,-1.648,-0.249,0.536,60,3,0,0,4,0,1,-6.621,-0.151,-6.579
34,-18.388,4.673,31.257,4.389,2.046,0,1,16,4,1,34,0,3,24,-4.879,42.979,3,24.019,22.164,96,14,81,-14.823,14.31,27.493,-16.015,-5.811,-8.887,16.203,-5.297,-0.083,2.68,96,1,0,0,16,4,1,-7.991,-0.079,-7.918
11,-11.733,3.063,12.085,0.836,0.376,1,0,5,1,1,11,0,5,20,-1.575,17.029,5,8.622,8.846,67,3,31,-10.338,5.225,15.221,-12.309,-3.897,-6.363,5.835,-2.114,-0.083,0.804,67,0,1,0,5,1,1,-6.575,-0.127,-6.611
30,-18.647,4.287,43.095,8.769,3.345,0,6,14,4,0.967,29,1,10,28,-3.979,18.682,8,20.673,18.684,99,29,109,-15.702,17.376,29.408,-18.138,-3.5,-6.966,12.765,-4.466,-0.498,2.412,99,6,0,0,14,4,0.95,-9.122,-0.085,-7.77
25,-18.289,3.912,21.752,4.283,1.958,0,2,9,2,1,25,0,1,13,-4.638,40.355,1,20.036,20.373,94,13,61,-15.034,12.108,18.127,-17.205,-7.114,-9.959,12.615,-4.869,-0.166,1.474,94,2,0,0,9,2,1,-7.563,-0.142,-8.779
10,-6.873,1.524,16.496,3.52,1.793,0,2,8,1,1,10,0,0,8,-0.908,10.384,0,7.773,4.93,38,12,55,-6.098,14.121,15.016,-6.833,-6.976,-8.617,4.2,-1.178,-0.166,1.206,38,2,0,0,8,1,1,-6.085,-0.014,-5.356
20,-8.537,2.351,17.919,4.711,1.778,0,4,7,2,1,20,0,6,18,-2.309,12.349,5,14.04,10.646,45,13,45,-6.832,7.148,15.597,-7.915,0.749,-1.545,8.67,-2.544,-0.332,1.206,45,4,0,0,7,2,1,-6.659,-0.084,-6.888
20,-13.936,3.203,20.159,3.706,1.732,0,2,11,3,1,20,0,6,18,-2.934,26.823,5,15.749,13.689,73,13,63,-11.766,14.524,19.789,-14.112,-8.477,-11.643,9.3,-3.272,-0.166,1.876,73,2,0,0,11,3,1,-7.181,-0.078,-6.78
37,-22.364,5.084,34.958,5.947,2.372,0,2,18,3,0.973,36,0,15,34,-5.182,26.406,10,25.749,23.29,118,19,92,-18.644,16.226,29.058,-21.574,-3.424,-6.635,17.109,-5.566,-0.166,2.814,118,2,0,0,18,3,1,-8.782,-0.079,-8.136
32,-17.931,4.671,30.857,7.85,3.322,0,5,11,4,0.969,31,1,12,29,-4.437,33.401,10,23.903,20.213,97,25,87,-14.676,17.6,26.38,-16.093,-4.957,-8.636,14.064,-4.831,-0.415,2.01,97,5,0,0,11,4,0.955,-8.702,-0.101,-8.454
33,-19.179,4.518,45.123,9.765,4.843,2,6,15,2,1,33,0,17,36,-3.99,22.66,13,22.806,19.183,101,34,127,-16.079,25.912,32.832,-20.06,-5.976,-11.793,15.174,-4.585,-0.664,2.278,101,6,2,0,15,2,1,-9.755,-0.09,-8.189
19,-10.505,2.318,29.476,7.185,2.201,0,3,14,0,1,19,0,5,22,-2.149,13.056,5,12.999,9.657,55,24,78,-8.955,14.633,23.589,-10.228,-6.022,-8.938,7.665,-2.308,-0.249,1.876,55,3,0,0,14,0,1,-7.188,-0.036,-5.899
19,-8.646,1.841,27.305,7.319,2.89,0,3,12,1,1,19,0,5,18,-1.652,14.033,5,12.893,7.815,45,22,77,-7.406,15.227,18.106,-8.274,-4.876,-6.616,7.215,-1.868,-0.249,1.742,45,3,0,0,12,1,1,-6.623,-0.02,-5.593
20,-10.279,2.166,23.713,7.184,2.833,0,2,14,2,1,20,0,6,18,-2.225,12.627,5,14.478,9.641,53,22,71,-8.729,15.779,16.766,-10.185,-5.076,-6.996,7.95,-2.304,-0.166,2.144,53,2,0,0,14,2,1,-6.537,-0.016,-5.544
11,-12.414,3.237,22.587,4.108,1.714,0,4,4,2,1,11,0,3,15,-1.439,16.258,3,8.314,7.863,69,15,52,-11.174,6.42,19.094,-12.862,-7.668,-10.943,4.755,-1.879,-0.332,0.804,69,4,0,0,4,2,1,-7.425,-0.128,-6.625
10,-10.608,2.758,20.025,4.472,1.414,0,4,4,1,1,10,0,1,10,-1.216,14.279,1,7.576,6.893,61,15,46,-9.523,5.679,16.107,-10.907,-6.439,-7.776,4.2,-1.647,-0.332,0.67,61,4,0,0,4,1,1,-7.059,-0.131,-6.527
11,-8.415,2.26,25.772,5.245,1.641,0,3,6,1,1,11,0,1,10,-1.072,10.44,1,7.472,5.879,47,17,62,-7.485,8.794,16.539,-7.772,-6.045,-6.684,4.035,-1.405,-0.249,0.938,47,3,0,0,6,1,1,-6.574,-0.065,-5.934
67,-37.881,9.263,79.914,18.017,6.669,0,4,38,4,0.955,64,1,34,65,-8.525,69.403,30,47.001,38.717,196,59,209,-31.681,36.973,49.304,-34.051,-10.164,-14.646,27.6,-9.253,-0.332,5.628,196,4,0,0,38,4,0.976,-12.189,-0.059,-9.175
29,-18.268,4.624,24.022,3.126,1.328,3,0,9,1,0.966,28,0,8,24,-4.788,20.673,8,20.293,21.709,95,9,60,-14.703,9.402,18.132,-17.165,-2.448,-6.072,13.83,-5.188,-0.249,1.34,95,0,3,0,9,1,1,-7.775,-0.141,-9.315
25,-9.819,2.16,26.389,6.05,0.896,0,0,16,4,1,25,0,0,11,-3.874,20.103,0,16.908,16.464,46,17,61,-7.184,7.84,17.099,-9.072,1.427,-0.196,11.625,-3.935,0,2.68,46,0,0,0,16,4,1,-6.018,-0.05,-6.473
19,-11.787,2.532,29.051,6.72,2.85,0,5,11,2,1,19,0,5,18,-2.809,11.053,4,13.978,12.608,60,22,71,-9.772,10.37,23.109,-11.385,-1.967,-4.296,8.271,-3.013,-0.415,1.742,60,5,0,0,11,2,1,-7.652,-0.089,-6.904
39,-18.607,4.722,57.479,15.292,4.987,1,3,22,5,1,39,0,19,47,-4.837,29.012,18,27.584,23.108,99,49,144,-14.887,23.414,34.721,-18.822,-4.89,-9.937,15.861,-5.523,-0.332,3.618,99,3,1,0,22,5,1,-9.068,-0.057,-7.455
33,-20.21,4.571,46.009,9.575,3.371,0,6,13,3,1,33,0,14,33,-4.729,26.281,14,23.6,22.23,106,29,116,-16.645,18.942,29.158,-19.296,-5.788,-7.706,14.805,-5.313,-0.498,2.144,106,6,0,0,13,3,1,-9.268,-0.111,-8.885
21,-9.659,1.506,14.673,3.973,1.969,0,0,12,2,1,21,0,8,20,-3.578,32.626,4,16.67,14.48,44,13,39,-7.334,7.25,15.447,-9.291,-2.128,-4.53,9.774,-3.461,0,1.876,44,0,0,0,12,2,1,-5.871,-0.075,-6.803
20,-13.345,2.873,16.883,2.739,1.298,0,2,10,2,0.95,19,1,7,18,-2.949,25.003,4,15.126,13.618,68,10,46,-11.175,8.78,18.763,-12.608,-5.287,-6.472,9.114,-3.255,-0.166,1.608,68,2,0,0,10,2,0.933,-7.004,-0.091,-7.031
28,-20.278,4.394,25.287,4.044,2.163,1,2,12,2,0.964,27,1,5,19,-5.251,27.911,5,21.132,22.504,105,15,72,-16.713,14.435,20.668,-18.017,-5.816,-8.567,13.905,-5.379,-0.249,1.876,105,2,1,0,12,2,0.958,-8.16,-0.134,-8.97
21,-13.764,3.452,34.582,9.142,3.192,0,3,14,3,1,21,0,12,28,-2.406,16.127,9,15.149,11.655,74,29,87,-11.904,13.924,26.129,-13.598,-6.362,-8.327,8.325,-2.786,-0.249,2.278,74,3,0,0,14,3,1,-7.78,-0.036,-5.975
26,-16.173,3.497,28.555,6.099,1.922,1,5,9,4,1,26,0,11,26,-3.229,23.708,6,18.54,15.626,86,21,68,-13.693,9.199,26.868,-15.217,-6.186,-7.235,11.223,-3.735,-0.498,1.742,86,5,1,0,9,4,1,-8.668,-0.096,-7.709
26,-16.631,3.541,29.694,5.68,1.418,0,4,11,5,1,26,0,11,25,-3.358,27.173,6,18.254,15.693,88,18,71,-14.151,10.004,24.897,-16.702,-7.487,-9.782,11.223,-3.751,-0.332,2.144,88,4,0,0,11,5,1,-8.216,-0.075,-7.157
32,-14.233,3.805,39.895,9.389,2.914,4,3,15,4,0.969,31,1,7,26,-3.211,24.8,7,21.167,15.574,76,30,109,-11.753,20.803,28.028,-13.205,-6.775,-9.97,12.615,-3.722,-0.581,2.546,76,3,4,0,15,4,0.947,-8.698,-0.055,-6.975
33,-10.635,2.66,34.025,10.094,3.985,2,4,14,8,0.97,32,1,8,29,-3.674,29.672,7,22.356,16.008,52,31,87,-8,15.054,28.803,-10.886,-1.124,-5.003,13.35,-3.826,-0.498,2.948,52,4,2,0,14,8,0.95,-8.004,-0.042,-6.594
33,-9.966,2.323,34.973,10.388,4.257,2,3,16,8,0.939,31,2,8,33,-3.627,24.833,7,21.24,15.118,47,33,91,-7.486,16.014,30.672,-9.713,-0.354,-3.127,12.795,-3.613,-0.415,3.216,47,3,2,0,16,8,0.9,-7.814,-0.025,-6.03
59,-31.748,6.862,80.978,17.024,5.486,0,9,29,5,0.949,56,3,27,62,-7.127,60.311,25,39.544,31.909,159,54,201,-26.633,32.202,47.169,-30.63,-12.176,-16.858,22.71,-7.626,-0.747,4.556,159,9,0,0,29,5,0.917,-12.152,-0.065,-9.035
16,-11.1,2.699,26.57,5.72,2.019,0,3,13,2,1,16,0,5,21,-1.996,14.039,5,11.59,9.737,59,20,63,-9.55,8.568,25.434,-11.452,-3.336,-6.386,6.99,-2.327,-0.249,2.01,59,3,0,0,13,2,1,-7.392,-0.035,-5.784
16,-10.985,2.727,23.914,5.863,2.225,0,5,7,1,1,16,0,5,20,-2.323,16.278,5,11.789,10.676,59,21,56,-9.28,7.448,20.968,-11.42,-2.372,-5.05,6.99,-2.552,-0.415,1.072,59,5,0,0,7,1,1,-7.498,-0.118,-7.113
25,-12.847,3.123,26.508,7.252,1.7,0,6,5,3,1,25,0,6,21,-3.15,20.524,6,17.774,14.589,67,20,66,-10.522,10.386,18.689,-12.207,-5.05,-7.299,9.915,-3.487,-0.498,1.072,67,6,0,0,5,3,1,-7.732,-0.117,-8.131
27,-10.603,2.126,37.644,10.643,3.371,0,3,16,6,1,27,0,11,24,-2.002,15.774,8,17.964,9.708,55,32,101,-9.053,18.794,23.799,-11.126,-7.49,-11.159,8.661,-2.32,-0.249,2.948,55,3,0,0,16,6,1,-7.201,0.014,-4.839
51,-12.083,2.851,81.778,27.664,9.734,1,6,30,12,1,51,0,22,45,-3.504,23.379,15,32.042,15.901,59,90,201,-9.448,31.965,40.664,-10.042,-3.32,-6.831,16.467,-3.8,-0.581,5.628,59,6,1,0,30,12,1,-9.078,0.024,-3.971
27,-7.2,1.602,46.715,17.062,6.598,0,6,15,6,1,27,0,11,28,-2.079,13.79,8,18.193,9.548,36,55,120,-5.65,19.657,27.772,-7.017,-2.034,-1.869,8.661,-2.282,-0.498,2.814,36,6,0,0,15,6,1,-7.573,0.001,-5.184
27,-6.959,1.98,40.905,15.35,5.959,0,6,15,5,1,27,0,11,24,-1.809,13.804,7,18.081,8.72,36,48,103,-5.564,16.122,25.078,-6.393,-1.804,-5.082,8.661,-2.084,-0.498,2.68,36,6,0,0,15,5,1,-7.409,0.004,-5.12
57,-15.622,3.171,106.047,38.634,14.348,0,5,38,15,0.947,54,1,25,53,-3.382,19.038,19,35.46,15.477,77,125,269,-13.142,45.982,52.163,-14.264,-2.906,-7.286,16.635,-3.699,-0.415,7.102,77,5,0,0,38,15,0.9,-9.815,0.052,-2.23
22,-16.469,3.72,25.42,2.933,1.35,0,3,10,3,1,22,0,9,21,-4.308,40.285,4,16.954,19.439,87,11,61,-13.369,8.534,23.907,-16.558,-5.159,-7.959,11.31,-4.646,-0.249,1.742,87,3,0,0,10,3,1,-7.943,-0.143,-8.371
10,-9.732,2.239,12.891,4.155,2.642,0,1,5,3,1,10,0,1,11,-1.106,15.555,1,8.275,5.882,53,15,39,-8.802,8.831,16.425,-10.093,-6.386,-8.713,4.389,-1.406,-0.083,1.072,53,1,0,0,5,3,1,-6.327,-0.042,-5.635
18,-11.865,2.691,19.794,4.913,2.587,0,3,7,3,1,18,0,2,16,-2.353,23.92,2,13.427,10.622,63,16,58,-10.16,12.344,21.061,-11.486,-6.05,-8.306,8.142,-2.539,-0.249,1.34,63,3,0,0,7,3,1,-7.218,-0.08,-6.666
11,-10.493,2.884,21.126,3.825,1.375,0,3,5,2,1,11,0,2,11,-1.42,13.945,1,7.939,7.824,59,13,48,-9.253,5.715,17.549,-10.477,-4.279,-6.187,4.755,-1.87,-0.249,0.938,59,3,0,0,5,2,1,-6.911,-0.107,-6.399
24,-16.852,3.861,24.506,5.159,1.417,0,1,13,2,0.958,23,1,5,23,-3.542,28.46,4,17.925,16.655,88,15,62,-14.217,9.553,24.841,-15.493,-3.305,-5.377,10.875,-3.981,-0.083,2.01,88,1,0,0,13,2,0.947,-7.645,-0.086,-7.272
47,-25.515,6.457,56.844,13.273,4.925,0,4,23,5,0.957,45,1,26,48,-5.806,30.877,24,31.325,28.56,138,41,139,-20.865,20.748,32.584,-23.296,-1.592,-4.103,20.025,-6.826,-0.332,3.752,138,4,0,0,23,5,0.97,-9.835,-0.072,-8.624
41,-13.396,2.878,34.166,8.503,2.723,1,0,23,9,0.951,39,2,24,45,-5.229,38.453,19,26.934,20.981,62,24,89,-9.986,15.037,27.338,-12.266,-0.579,-3.205,16.524,-5.014,-0.083,4.288,62,0,1,0,23,9,0.926,-7.2,-0.02,-6.027
39,-19.714,4.482,49.807,10.896,3.668,0,2,18,8,1,39,0,24,43,-5.548,41.227,19,27.684,25.171,102,37,123,-15.684,18.956,30.063,-17.326,-7.371,-10.579,16.548,-6.016,-0.166,3.484,102,2,0,0,18,8,1,-8.475,-0.069,-7.916
47,-20.297,5.502,58.8,16.401,4.483,2,3,21,11,0.957,45,2,24,48,-5.022,38.728,18,30.675,23.254,105,50,141,-16.577,19.57,39.936,-18.153,-2.257,-3.794,17.358,-5.558,-0.415,4.288,105,3,2,0,21,11,0.929,-9.713,-0.036,-6.903
26,-11.321,2.256,39.732,9.681,3.245,2,5,14,3,1,26,0,15,31,-3.289,20.906,13,17.556,14.553,56,31,97,-8.996,14.49,26.978,-10.343,-2.437,-4.068,10.02,-3.478,-0.581,2.278,56,5,2,0,14,3,1,-8.174,-0.069,-6.999
38,-21.036,4.979,48.029,9.547,2.61,0,2,20,3,0.974,37,1,14,32,-5.294,40.188,12,26.544,25.102,111,29,116,-17.006,16.496,29.143,-18.851,-6.93,-8.316,16.575,-5.999,-0.166,3.082,111,2,0,0,20,3,0.963,-8.626,-0.081,-8.301
45,-30.198,7.771,56.647,8.473,3.475,0,4,22,3,0.867,39,5,17,38,-5.355,32.177,13,26.833,25.004,157,30,142,-26.168,22.005,39.843,-27.925,-5.082,-7.435,17.685,-5.976,-0.332,3.35,157,4,0,0,22,3,0.848,-10.714,-0.066,-8.176
6,-6.007,1.563,12.855,1.668,0.822,0,3,3,1,1,6,0,4,11,-0.706,10.723,3,4.296,3.943,34,6,30,-5.387,3.777,14.394,-6.211,-5.068,-6.78,2.43,-0.942,-0.249,0.536,34,3,0,0,3,1,1,-6.144,-0.109,-5.873
31,-15.375,3.27,29.5,3.979,0.938,0,1,16,4,0.968,30,1,2,19,-5.096,35.029,0,20.684,21.841,74,12,70,-11.81,9.937,22.7,-12.25,-2.36,-3.585,13.68,-5.22,-0.083,2.68,74,1,0,0,16,4,0.958,-7.193,-0.085,-7.841
65,-12.799,2.857,29.652,5.434,0.43,0,2,20,2,0.631,41,15,19,18,-6.071,53.264,8,26.773,23.954,59,11,66,-8.924,7.369,21.799,-10.574,0.935,-0.743,18.255,-5.725,-0.166,2.948,59,2,0,0,20,2,0.608,-6.982,-0.045,-8.161
23,-10.452,2.526,30.831,12.388,3.803,0,4,14,4,1,23,0,8,24,-2.1,20.838,6,16.906,9.761,56,38,88,-8.902,17.96,22.713,-10.445,-6.328,-8.505,8.028,-2.333,-0.332,2.412,56,4,0,0,14,4,1,-7.346,-0.011,-5.471
24,-10.846,2.103,34.421,10.944,4.083,4,4,13,4,1,24,0,8,22,-2.116,14.47,6,16.278,9.625,55,34,92,-9.296,17.187,22.1,-10.662,-5.736,-8.042,8.133,-2.3,-0.664,2.278,55,4,4,0,13,4,1,-8.042,-0.029,-5.904
24,-11.781,2.719,36.571,12.219,4.502,6,3,12,5,1,24,0,8,25,-1.959,21.006,6,16.717,9.772,64,36,99,-10.231,19.018,22.736,-11.794,-7.19,-9.83,8.133,-2.335,-0.747,2.278,64,3,6,0,12,5,1,-8.477,-0.034,-6.022
24,-8.129,1.927,23.282,6.545,3.278,1,2,5,4,0.958,23,1,7,37,-2.874,22.257,7,17.318,12.422,39,24,64,-6.114,13.043,22.601,-6.93,-3.321,-4.018,9.747,-2.969,-0.249,1.206,39,2,1,0,5,4,0.933,-6.76,-0.084,-7.23
23,-10.789,2.175,18.814,2.762,0.577,0,1,7,3,0.957,22,1,7,29,-3.382,40.072,5,15.664,15.281,54,8,45,-8.309,6.184,19.3,-9.684,-2.739,-3.216,10.41,-3.652,-0.083,1.34,54,1,0,0,7,3,0.947,-6.525,-0.104,-7.613
20,-22.302,5.819,16.176,0.413,0.177,1,0,2,1,1,20,0,16,42,-3.364,55.315,15,17.109,17.489,119,1,42,-19.512,7.109,32.883,-23.999,-15.978,-20.732,10.2,-4.18,-0.083,0.402,119,0,1,0,2,1,1,-8.849,-0.193,-9.079
33,-17.675,4.174,25.754,5.057,1.885,2,0,11,3,1,33,0,7,31,-4.957,51.506,7,25.919,23.346,91,20,74,-13.955,15.704,25.751,-17.098,-5.624,-7.811,15.51,-5.58,-0.166,1.876,91,0,2,0,11,3,1,-7.959,-0.117,-9.088
26,-14.401,3.46,14.966,3.63,0.566,0,0,12,2,0.962,25,0,3,11,-3.804,44.007,2,18.951,17.266,77,10,35,-11.611,4.888,17.921,-14.286,-6.04,-7.815,12.018,-4.127,0,1.876,77,0,0,0,12,2,1,-6.781,-0.087,-7.469
27,-16.354,4.149,22.733,2.658,0.634,0,2,12,1,0.963,26,0,3,16,-3.989,33.297,2,18.84,18.415,82,8,56,-13.409,8.768,22.677,-16.633,-4.39,-6.468,12.54,-4.401,-0.166,1.742,82,2,0,0,12,1,1,-7.564,-0.105,-8.043
12,-9.321,2.162,24.248,3.65,1.214,0,2,2,2,1,12,0,4,21,-1.492,19.754,4,8.797,7.731,49,13,55,-8.081,7.102,25.15,-9.819,-9.693,-11.653,4.86,-1.848,-0.166,0.536,49,2,0,0,2,2,1,-6.956,-0.123,-6.696
13,-7.687,1.998,13.133,3.383,1.086,0,0,1,4,1,13,0,2,12,-1.315,29.335,2,9.976,7.563,47,11,32,-6.447,4.319,18.125,-8.116,-7.605,-9.478,5.145,-1.808,0,0.67,47,0,0,0,1,4,1,-6.104,-0.088,-6.356
9,-8.942,2.258,12.844,0.8,0.38,0,0,2,2,1,9,0,2,15,-1.375,20.856,2,6.979,6.846,47,3,30,-7.857,4.124,19.713,-9.406,-8.344,-10.023,4.095,-1.636,0,0.536,47,0,0,0,2,2,1,-6.2,-0.122,-6.318
18,-11.425,2.32,11.228,1.709,0.917,1,0,6,4,1,18,0,3,19,-3.273,41.869,1,14.731,14.521,56,7,29,-9.1,4.7,14.509,-10.282,-3.819,-3.545,9,-3.471,-0.083,1.34,56,0,1,0,6,4,1,-6.279,-0.123,-7.432
36,-18.73,5.287,36.029,4.676,1.505,1,1,16,1,0.972,35,1,15,34,-4.995,32.083,15,24.445,23.666,98,13,89,-14.855,13.897,27.31,-17.686,-2.567,-4.585,17.445,-5.656,-0.166,2.278,98,1,1,0,16,1,0.967,-8.215,-0.098,-8.762
21,-9.212,1.844,10.81,0.99,0.497,0,0,6,2,0.952,20,0,2,19,-3.599,45.138,1,16.348,15.289,44,4,33,-6.732,7.726,18.039,-8.893,-4.439,-6.428,10.323,-3.654,0,1.072,44,0,0,0,6,2,0.944,-6.029,-0.123,-7.8
19,-11.535,2.545,14.53,3.473,1.473,2,2,4,3,1,19,0,14,31,-2.309,42.537,14,14.961,11.752,60,14,43,-9.675,9.657,22.9,-12.289,-9.881,-11.782,8.115,-2.809,-0.332,0.938,60,2,2,0,4,3,1,-7.45,-0.116,-7.421
27,-16.035,3.138,33.063,6.806,2.693,6,4,2,2,1,27,0,20,46,-3.3,39.604,18,19.675,15.626,81,24,88,-13.555,16.251,31.86,-16.699,-10.589,-14.752,11.835,-3.735,-0.83,0.536,81,4,6,0,2,2,1,-9.613,-0.149,-9.247
27,-14.271,3.192,23.707,5.531,2.008,5,2,6,3,1,27,0,20,45,-3.633,50.712,19,20.519,16.377,72,19,63,-11.636,11.622,30.336,-14.158,-10.051,-13.423,11.835,-3.914,-0.581,1.206,72,2,5,0,6,3,1,-8.746,-0.122,-8.507
13,-6.479,1.957,26.019,9.793,3.065,2,6,7,1,1,13,0,5,19,-1.214,5.934,5,9.002,5.799,32,37,67,-5.549,11.726,18.269,-6.932,0.583,0.735,4.425,-1.386,-0.664,1.072,32,6,2,0,7,1,1,-7.279,-0.075,-6.196
36,-7.312,1.214,34.585,11.095,4.412,1,4,9,10,0.917,33,2,18,49,-4.599,18.075,17,21.022,15.19,28,38,83,-4.832,12.206,24.966,-5.963,-0.254,-2.061,11.475,-3.63,-0.415,2.546,28,4,1,0,9,10,0.895,-7.029,-0.042,-6.717
66,-12.507,3.117,51.397,15.912,5.562,2,8,21,10,0.803,53,5,35,69,-5.46,45.143,30,32.993,22.688,60,50,122,-8.787,17.286,35.747,-11.113,-3.784,-6.184,18.615,-5.422,-0.83,4.154,60,8,2,0,21,10,0.784,-9.368,-0.032,-7.316
13,-2.112,0.533,19.071,8.022,2.536,0,6,5,1,1,13,0,7,19,-1.203,3.52,6,7.91,4.632,10,25,47,-1.337,6.684,13.473,-1.614,4.556,2.068,4.425,-1.107,-0.498,0.804,10,6,0,0,5,1,1,-6.103,-0.062,-6.019
14,-5.206,1.939,27.422,7.117,2.094,0,6,8,1,1,14,0,5,19,-1.405,6.755,5,9.118,7.425,29,25,67,-3.966,10.26,17.75,-4.835,1.854,0.63,5.43,-1.774,-0.498,1.206,29,6,0,0,8,1,1,-6.801,-0.076,-6.284
22,-16.587,3.329,18.484,1.839,0.974,0,1,5,0,1,22,0,8,30,-3.321,58.805,8,17.736,15.494,82,8,49,-14.107,8.846,27.761,-17.311,-14.504,-18.117,9.87,-3.703,-0.083,0.67,82,1,0,0,5,0,1,-7.685,-0.142,-8.334
21,-5.738,0.92,21.703,7.686,2.1,1,4,7,3,0.952,20,0,11,28,-2.537,29.439,10,13.782,9.615,26,24,50,-4.188,6.481,21.086,-5.521,-1.617,-2.258,7.23,-2.298,-0.415,1.34,26,4,1,0,7,3,1,-6.746,-0.065,-6.591
20,-7.473,1.323,23.303,5.824,2.008,7,2,10,1,1,20,0,9,24,-2.249,18.031,8,12.583,9.798,36,20,56,-5.923,8.303,18.763,-7.206,-1.978,-2.547,7.41,-2.342,-0.747,1.474,36,2,7,0,10,1,1,-7.591,-0.081,-6.833
23,-8.046,1.435,30.855,8.397,2.666,8,5,6,1,1,23,0,9,33,-2.564,16.445,8,15.177,10.642,38,27,72,-6.341,10.042,24.857,-7.571,-1.973,-3.786,8.535,-2.543,-1.079,0.938,38,5,8,0,6,1,1,-8.764,-0.117,-7.902
11,-4.206,1.488,24.112,6.551,2.045,0,6,5,1,1,11,0,5,19,-1.153,4.913,5,6.977,5.712,22,23,57,-3.276,7.918,15.8,-3.906,2.607,1.498,4.035,-1.365,-0.498,0.804,22,6,0,0,5,1,1,-6.521,-0.096,-6.277
